"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CAALFM_C108590CA",3435.73008644436,-0.00380658711477977,0.0555021250567361,0.748332599173575,0.99970875222106
"CAALFM_C108600CA",4462.30401622056,-0.00144460398610332,0.0563656097765011,0.806085293628088,0.99970875222106
"CAALFM_C108610CA",3350.82620449949,-0.000520925037337332,0.0564344866646482,0.91314907449076,0.99970875222106
"CAALFM_C108620WA",987.870570253804,-0.0033144564617169,0.0553491065431831,0.788746104336385,0.99970875222106
"CAALFM_C108630WA",843.438240653282,-0.000549621795322011,0.0564603506415344,0.904509526206733,0.99970875222106
"CAALFM_C108640WA",1089.47753797314,0.0030906893809368,0.0516226770556023,0.859710643123396,0.99970875222106
"CAALFM_C108650CA",571.883293518173,0.00147589834135658,0.056012890746839,0.865439823539737,0.99970875222106
"CAALFM_C108660CA",491.415993579083,0.00385754006420039,0.0553731264319408,0.760045012588915,0.99970875222106
"CAALFM_C108670WA",1345.04243986513,0.00634507031050939,0.0539280741174116,0.722844904103361,0.99970875222106
"CAALFM_C108680CA",1082.36256621606,-0.00287272871318164,0.0558593596336647,0.747759033292531,0.99970875222106
"CAALFM_C108690WA",885.050239716136,-0.00524015899832635,0.0559878175390091,0.616416655620352,0.99970875222106
"CAALFM_C108700WA",2344.50677435757,-0.00136851644991836,0.0539489389201282,0.937298036123855,0.99970875222106
"CAALFM_C108710WA",509.431146000521,-0.00257727982871941,0.055895470710723,0.788103420147157,0.99970875222106
"CAALFM_C108730WA",1360.30449375037,0.00807426312624599,0.0559340340818382,0.501289338267121,0.99970875222106
"CAALFM_C108740CA",14647.250723396,0.00125140582551436,0.0559997858850554,0.889652861701794,0.99970875222106
"CAALFM_C108750WA",991.772096669653,-0.0054816817645873,0.056086471974611,0.601029144127134,0.99970875222106
"CAALFM_C108760WA",253.351931586538,-0.00454404783577464,0.0550849487325087,0.745011536396785,0.99970875222106
"CAALFM_C108770WA",580.485387420367,0.0072202980585662,0.0564509237787382,0.465441869938827,0.99970875222106
"CAALFM_C108780WA",1542.38517040738,-0.00223402795293736,0.0556970187531022,0.840194123951989,0.99970875222106
"CAALFM_C108800WA",782.533105973224,-0.000926262342393496,0.0560160653841018,0.910460082625164,0.99970875222106
"CAALFM_C108810CA",3217.59022868972,-0.000459869794933133,0.0565737360104995,0.878721335124517,0.99970875222106
"CAALFM_C108820CA",198.775426556268,-0.000606813119144911,0.056275535277259,0.929861236941412,0.99970875222106
"CAALFM_C108830CA",36.3983789448197,0.00512380866876222,0.0566975274937718,0.389016398416994,0.99970875222106
"CAALFM_C108840WA",91.4810638189161,0.017327668530994,0.0594144791736621,0.127194902458184,0.99970875222106
"CAALFM_C108850CA",544.693293920765,0.00428752463367945,0.0567349357864689,0.340952677439102,0.99970875222106
"CAALFM_C108860CA",992.913018663767,0.00272195627017625,0.0535068552176873,0.879975780589027,0.99970875222106
"CAALFM_C108870CA",1523.30701180449,-0.000752382863058578,0.0565830996129557,0.805052845363984,0.99970875222106
"CAALFM_C108880WA",465.897664431514,-0.00519861072202558,0.0565714528138501,0.459335496896628,0.99970875222106
"CAALFM_C108890CA",68.8964745651036,0.00593949066781348,0.0560600041213597,0.579885425506683,0.99970875222106
"CAALFM_C108900WA",759.248832798114,-0.000479703862099194,0.0564224362747892,0.92234849692804,0.99970875222106
"CAALFM_C108910CA",350.013045346766,-0.000465662941686991,0.0562683630747497,0.940861967044464,0.99970875222106
"CAALFM_C108920WA",1618.8531062965,-0.000730303352510869,0.0565048365597572,0.860282388330065,0.99970875222106
"CAALFM_C108930CA",1023.29045955423,-0.00337555513800259,0.0564656077364697,0.585559669969578,0.99970875222106
"CAALFM_C108940CA",1362.61777605095,0.00261337265653607,0.0566687010185744,0.417300330831644,0.99970875222106
"CAALFM_C108950WA",1631.76340776547,0.0045604984742537,0.0558038801436663,0.683483619968569,0.99970875222106
"CAALFM_C108960WA",367.394380934221,-0.000873408131599773,0.0565849285970795,0.778477575684638,0.99970875222106
"CAALFM_C108970WA",1380.85966895939,-0.00113637767020799,0.0565763067025662,0.733141206000109,0.99970875222106
"CAALFM_C108980CA",6340.29786312426,0.00129616358398394,0.0564073172838912,0.824068130722711,0.99970875222106
"CAALFM_C108990CA",2289.26573932923,-0.00266374103497982,0.0552251331082772,0.832075303544053,0.99970875222106
"CAALFM_C109000WA",500.680539544733,0.00211135879255137,0.056539460707964,0.648746700858891,0.99970875222106
"CAALFM_C109010WA",704.084005890184,-0.00230772592941272,0.0564708569052528,0.667778980060185,0.99970875222106
"CAALFM_C109020WA",3013.0559237979,-0.00075468442500952,0.0565107770042453,0.852750695343601,0.99970875222106
"CAALFM_C109030CA",7388.91860885813,-8.37736784041153e-05,0.0563445441587458,0.983141906461095,0.99970875222106
"CAALFM_C109040CA",744.813508636405,-0.000214454262397894,0.0565841960225008,0.942436933574172,0.99970875222106
"CAALFM_C109050WA",686.934372288276,-0.0139987108000981,0.0563181520028104,0.402020020026497,0.99970875222106
"CAALFM_C109060CA",242.640678603385,-2.75195245112868e-05,0.05653451564439,0.988669075296682,0.99970875222106
"CAALFM_C109070WA",1012.10543005005,0.00340657994002473,0.0563272785364645,0.647443002686905,0.99970875222106
"CAALFM_C109080CA",5573.89209531714,0.003573525907232,0.0561010882995119,0.693204414317632,0.99970875222106
"CAALFM_C109090CA",738.358334967016,-0.00412633847000649,0.0558655818053012,0.691645113981723,0.99970875222106
"CAALFM_C109100WA",68.8613454411457,0.00831662156481256,0.0571667236264833,0.221165496750841,0.99970875222106
"CAALFM_C109110WA",132.117251435146,-0.0130235525145335,0.0572893745767154,0.309410988207732,0.99970875222106
"CAALFM_C109120WA",871.02870741119,-0.00111089704795683,0.0564234499252676,0.831643341608998,0.99970875222106
"CAALFM_C109130WA",768.076887274311,-0.0014568241260098,0.0553047035038479,0.916490378572799,0.99970875222106
"CAALFM_C109140CA",658.70485389691,-0.00709953523694536,0.0520733488995688,0.743139682669844,0.99970875222106
"CAALFM_C109150WA",18.0077358532265,0.00924169377821756,0.0576648328116299,0.0227997460035132,0.99970875222106
"CAALFM_C109160WA",248.327572163442,0.00221102310922836,0.0566409678187274,0.495350366013469,0.99970875222106
"CAALFM_C109170WA",1628.55468220136,0.00111897943685377,0.0556097739372229,0.919702306960079,0.99970875222106
"CAALFM_C109180WA",234.75468826476,0.00448223104774492,0.0560641673565553,0.646118548008749,0.99970875222106
"CAALFM_C109190CA",3283.62448023622,0.00262518174106856,0.0565490836462888,0.593020578141867,0.99970875222106
"CAALFM_C109200WA",400.90868834014,0.000508378801416849,0.0560241343792543,0.954633073607947,0.99970875222106
"CAALFM_C109210CA",4921.61934486673,0.0180331043034814,0.0605753109516897,0.0139908655331007,0.99970875222106
"CAALFM_C109220WA",811.142534955228,0.00184798697897826,0.056249738686105,0.799740023180036,0.99970875222106
"CAALFM_C109230CA",693.076186446424,0.00260841449355105,0.0537985888803709,0.880262906258628,0.99970875222106
"CAALFM_C109240CA",56.7113111227827,-0.00275536458963904,0.0561727352627913,0.731717748369666,0.99970875222106
"CAALFM_C109250WA",1146.6063026491,-0.00660568865507749,0.0570547515340904,0.153727350411584,0.99970875222106
"CAALFM_C109260CA",1112.65666419082,0.00438300589305629,0.0547242189548849,0.770682782501553,0.99970875222106
"CAALFM_C109270WA",229.400466161907,0.00594123292786174,0.056221521070446,0.520527836172528,0.99970875222106
"CAALFM_C109280WA",887.528844700697,-0.00169374342713247,0.0520598570489691,0.933597009176335,0.99970875222106
"CAALFM_C109290CA",1864.34371475313,-1.48717727429151e-05,0.0556757075325787,0.985325661863874,0.99970875222106
"CAALFM_C109300CA",88.6022466819623,-0.000182960261750921,0.0564897501590689,0.963261013814584,0.99970875222106
"CAALFM_C109310CA",172.140405740557,0.00449013097165792,0.0568217067591404,0.215390350227764,0.99970875222106
"CAALFM_C109320CA",491.961591764464,0.0094541942539541,0.0571082235231239,0.291541373766296,0.99970875222106
"CAALFM_C109330WA",608.700936652652,-0.00021904202046344,0.0565875317097638,0.933094780830247,0.99970875222106
"CAALFM_C109340CA",396.073917232451,0.00313459467066605,0.0567165010683106,0.30886335247697,0.99970875222106
"CAALFM_C109350WA",2941.05498321224,-0.0011914710338168,0.0562406376310433,0.86089838278854,0.99970875222106
"CAALFM_C109360CA",2312.88070631834,0.00497197903662222,0.0547815642262524,0.742418391198554,0.99970875222106
"CAALFM_C109370WA",759.301015914293,0.012684261870891,0.0567700465787326,0.373045067784792,0.99970875222106
"CAALFM_C109380WA",875.226069685295,0.00286027306780958,0.056448361050662,0.639005028086894,0.99970875222106
"CAALFM_C109390WA",287.821482790503,-0.000655185802498645,0.0563332073382071,0.911477318400754,0.99970875222106
"CAALFM_C109400CA",872.584417981265,0.00150554714843047,0.056652110326023,0.517101284297161,0.99970875222106
"CAALFM_C109420WA",2.53927285313122,0.000568139275194651,0.0566535474562333,0.68149836302763,0.99970875222106
"CAALFM_C109430WA",1829.97726722179,-0.00220634123964897,0.0554579315133985,0.852734261635114,0.99970875222106
"CAALFM_C109440WA",554.101478747032,-0.00139789363524247,0.0551473152563214,0.905433520491682,0.99970875222106
"CAALFM_C109450CA",3238.61377491245,-0.00368141356740784,0.0553968284236689,0.764681192649729,0.99970875222106
"CAALFM_C109460WA",4359.3695014386,-0.00192805150395816,0.0563734385201995,0.749740489976788,0.99970875222106
"CAALFM_C109470CA",2171.77190746152,-0.00241940612929798,0.0558621137104682,0.801173848577023,0.99970875222106
"CAALFM_C109480WA",310.200266462489,0.00451389906594267,0.055599821382203,0.711568944178651,0.99970875222106
"CAALFM_C109490CA",14847.4565614347,-0.00051572270686907,0.0565667368639705,0.869422443636604,0.99970875222106
"CAALFM_C109500WA",28.218130514784,-0.00115573672556785,0.0566008132902223,0.702449967219437,0.99970875222106
"CAALFM_C109510WA",2937.43746265298,-0.000204597288383671,0.0566008157459365,0.928639195388254,0.99970875222106
"CAALFM_C109520CA",977.295347927463,0.0126710012175325,0.0568014154945335,0.369657505217498,0.99970875222106
"CAALFM_C109530WA",448.150529518974,-0.000198705772735855,0.0534924002775325,0.990071253174746,0.99970875222106
"CAALFM_C109540WA",666.400834230997,-0.00385865589728471,0.0559945635433549,0.688927061689689,0.99970875222106
"CAALFM_C109550WA",3.794200795288,0.00273564793451156,0.056694113606204,0.334191088474683,0.99970875222106
"CAALFM_C109560CA",91.0454511221327,-0.00199630691392184,0.0566126341499341,0.560566307160946,0.99970875222106
"CAALFM_C109570WA",1130.93342537626,-0.000773314274339818,0.0563442145493363,0.892805296913025,0.99970875222106
"CAALFM_C109580CA",8.37904689496295,0.00313041885002154,0.0566948972558254,0.359129442600724,0.99970875222106
"CAALFM_C109590CA",2.68666374991514,-0.000527572509942101,0.0566200124054528,0.821137936739587,0.99970875222106
"CAALFM_C109600CA",416.313852187382,-0.0115067895876834,0.0562045691301871,0.408852809825683,0.99970875222106
"CAALFM_C109610WA",1265.17638581513,0.0011878989971588,0.0562159323354375,0.872874928877079,0.99970875222106
"CAALFM_C109620CA",491.242506177061,-0.000327323551642409,0.0558698604528941,0.967539530480261,0.99970875222106
"CAALFM_C109630WA",25894.0184506015,0.0134110413533996,0.056318199307428,0.408991895799995,0.99970875222106
"CAALFM_C109640WA",9204.35959645493,-0.00128489116836211,0.0559779185105768,0.880278579842221,0.99970875222106
"CAALFM_C109650WA",1058.85334387674,0.000564935820423595,0.0563774125932802,0.925993870497806,0.99970875222106
"CAALFM_C109660WA",3628.74851572269,0.0103306673877026,0.0577903200750403,0.662993453075196,0.99970875222106
"CAALFM_C109670CA",752.678993110351,-0.00327191822944364,0.0558665514205989,0.73652972130494,0.99970875222106
"CAALFM_C109680WA",13514.6163676682,-0.00425287189445775,0.0554960525917181,0.724627649713077,0.99970875222106
"CAALFM_C109690WA",1945.99858461818,0.000515779904916084,0.0565361389258549,0.901863367060618,0.99970875222106
"CAALFM_C109700WA",4.39894952791263,0.00114699302002987,0.0565605768620029,0.75827950379109,0.99970875222106
"CAALFM_C109710CA",2044.29359330526,-0.000458123958126719,0.0565667139053311,0.883817386839091,0.99970875222106
"CAALFM_C109720WA",4884.38414552092,0.0126622270850493,0.0527855793810383,0.558739368531645,0.99970875222106
"CAALFM_C109730WA",531.54730523451,0.00425442721535348,0.0541709108511247,0.798082749277262,0.99970875222106
"CAALFM_C109740CA",29.5859969381472,-0.00249152884748961,0.0563121907480292,0.718807511860939,0.99970875222106
"CAALFM_C109750WA",1428.69177950294,-0.000115462266621978,0.053782306397551,0.993081980223702,0.99970875222106
"CAALFM_C109760CA",951.600470807719,0.00489188543280882,0.0552280113756303,0.718948225765925,0.99970875222106
"CAALFM_C109770WA",122.203365197035,0.00215058392861579,0.0565472864616228,0.63650350111587,0.99970875222106
"CAALFM_C109780CA",623.45975528999,0.0132197126452701,0.0570147204204376,0.342864916176635,0.99970875222106
"CAALFM_C109790CA",1332.60850885923,-0.00122166364980479,0.0561477174796913,0.880039886554507,0.99970875222106
"CAALFM_C109800CA",1681.97325623648,-0.00140946526861275,0.055769651841069,0.885761075626325,0.99970875222106
"CAALFM_C109810WA",589.465398751197,-0.00155335153113148,0.0564645112965778,0.756665828044557,0.99970875222106
"CAALFM_C109830WA",2733.03505099959,-0.00206763642526043,0.0530188632453939,0.974358166158749,0.99970875222106
"CAALFM_C109840CA",959.603983425867,0.0275913056074047,0.0596309041742466,0.23367956322596,0.99970875222106
"CAALFM_C109850CA",1686.12012321286,0.00370589180811275,0.0561839828666952,0.666925818080943,0.99970875222106
"CAALFM_C109860CA",1493.92774851838,0.00473406137667311,0.0515562069653307,0.854875777383442,0.99970875222106
"CAALFM_C109870WA",928.605377188249,-0.000245372812076775,0.053982584706197,0.989927489471303,0.99970875222106
"CAALFM_C109880CA",314.155784994785,0.00859508963973178,0.0564247628823803,0.449046205865568,0.99970875222106
"CAALFM_C109890CA",4.98296561830824,-0.000416015851612471,0.0566288222082906,0.841236244984182,0.99970875222106
"CAALFM_C109900WA",17.7439688482001,-0.00303949993743297,0.0564491920309939,0.619174067960615,0.99970875222106
"CAALFM_C109910CA",962.08151651181,-0.0031906517311206,0.0562001220910074,0.692889043439121,0.99970875222106
"CAALFM_C109920WA",657.239370460186,0.000757809238416308,0.0559735521133429,0.933942261278161,0.99970875222106
"CAALFM_C109930WA",67.4060717378896,0.00968549229617732,0.0568147719356498,0.367268200337764,0.99970875222106
"CAALFM_C109940WA",68.1650036272911,-0.00372526327771423,0.0560502450230248,0.689266947736114,0.99970875222106
"CAALFM_C109950CA",454.035838971633,0.00851364021018339,0.0564788736439691,0.442757044819589,0.99970875222106
"CAALFM_C109960WA",413.029892586758,0.000265122255707072,0.056072960735101,0.99665684066282,0.99970875222106
"CAALFM_C109970CA",915.936774551772,-0.00182750583081363,0.0561676003123526,0.810675323426673,0.99970875222106
"CAALFM_C109980CA",923.698819465865,0.000228344765886291,0.0562695415415407,0.97675178647138,0.99970875222106
"CAALFM_C109990WA",1819.41312853381,-0.00060846335188051,0.0555811766530199,0.950785729493392,0.99970875222106
"CAALFM_C110000CA",819.797101119062,-0.0059509224604879,0.0546061036698144,0.70662067727916,0.99970875222106
"CAALFM_C110010CA",2124.38520876607,0.00551202331106564,0.052676550968322,0.779700858386328,0.99970875222106
"CAALFM_C110020WA",664.572138066724,-0.00124626526261115,0.056321492565692,0.84103264069575,0.99970875222106
"CAALFM_C110030WA",2707.71871650492,-0.000275803587416933,0.0565985269129904,0.909864640970056,0.99970875222106
"CAALFM_C110040WA",2892.38044331872,0.00102570080043686,0.0558949334843534,0.915065853005501,0.99970875222106
"CAALFM_C110050WA",8.01741163694376,0.00119388479557882,0.0566669027529448,0.42257832720558,0.99970875222106
"CAALFM_C110060CA",76.2793088371455,0.00351093585862406,0.0566885128165221,0.383451414711945,0.99970875222106
"CAALFM_C110070CA",1341.49959645489,-0.000209205599375231,0.0553344501122461,0.982377620265238,0.99970875222106
"CAALFM_C110080WA",448.546295744564,0.00356227942915848,0.0549919918810226,0.793991402597633,0.99970875222106
"CAALFM_C110090CA",2055.65857056007,0.00360365294352542,0.0565338926335119,0.541258623509042,0.99970875222106
"CAALFM_C110100CA",6951.75313237139,-0.0179005318048534,0.0579318610783708,0.279664044052574,0.99970875222106
"CAALFM_C110110WA",260.440537980813,-0.00382323815082953,0.0561186589997344,0.669043988917534,0.99970875222106
"CAALFM_C110120CA",1567.73858320133,-0.00333506551626337,0.052547912809972,0.864657511234546,0.99970875222106
"CAALFM_C110130WA",75.8848398567956,-0.00211096236806338,0.0565207072129273,0.65585830044953,0.99970875222106
"CAALFM_C110140CA",435.973560978372,0.00239500532536029,0.0564802297516992,0.660249974142047,0.99970875222106
"CAALFM_C110150WA",54.9340899962036,0.00226213082846436,0.0565992599869219,0.564470513524624,0.99970875222106
"CAALFM_C110160WA",27787.9872663708,0.000666578113789896,0.0562830404630831,0.925296163424426,0.99970875222106
"CAALFM_C110170WA",5.25330595426996,0.00137188493788809,0.0566801727680724,0.256393488392231,0.99970875222106
"CAALFM_C110180CA",492.060903241612,0.00344370289050324,0.0565067460362375,0.565723705305407,0.99970875222106
"CAALFM_C110190WA",1189.35171383133,-0.0169187938782502,0.05472035260033,0.431859070043971,0.99970875222106
"CAALFM_C110200CA",2589.45723885781,-0.00113867339146066,0.0564668230444629,0.811217792299335,0.99970875222106
"CAALFM_C110210CA",1639.16703362157,-0.010090295535882,0.0535882595886938,0.612169747465815,0.99970875222106
"CAALFM_C110220CA",1075.77050031479,-8.45385561200365e-05,0.0551021179875591,0.992643482312713,0.99970875222106
"CAALFM_C110230CA",960.908181683956,0.00433217386374719,0.0564149876457274,0.562449639301424,0.99970875222106
"CAALFM_C110240CA",228.618857870891,0.00160911965200137,0.0566233277680423,0.592966070049921,0.99970875222106
"CAALFM_C110250CA",350.012054434678,3.38050290674262e-05,0.0565063321443221,0.999052365073476,0.99970875222106
"CAALFM_C110260CA",1426.52432890074,-0.00035385400035971,0.0565588468205056,0.910916194358092,0.99970875222106
"CAALFM_C110280CA",2452.68605863533,0.00138529791697929,0.0564771467177373,0.782952836221692,0.99970875222106
"CAALFM_C110290WA",10.1760671656783,0.00210793741242935,0.0566178189331309,0.548056827477765,0.99970875222106
"CAALFM_C110300WA",534.963012053052,1.92270554309164e-05,0.0565103689396442,0.997777928210946,0.99970875222106
"CAALFM_C110310WA",187.5705082931,0.00232044425879506,0.0565677239995074,0.599525753698015,0.99970875222106
"CAALFM_C110320WA",462.964020954391,-0.00277282924275283,0.0561308317797771,0.737572335073337,0.99970875222106
"CAALFM_C110330CA",323.16451175136,-0.00317971086742977,0.0548378656114339,0.82269826236559,0.99970875222106
"CAALFM_C110340WA",561.684233563309,0.00636264776408683,0.056991987610873,0.19588219311403,0.99970875222106
"CAALFM_C110350CA",2751.79638952743,0.00267752199793518,0.0563558606583282,0.69499230652817,0.99970875222106
"CAALFM_C110360CA",1888.58432138278,0.00220242939151226,0.0564425012771423,0.702560146001582,0.99970875222106
"CAALFM_C110380CA",3542.67881181037,-0.00822571268136118,0.055713213281876,0.574429784776467,0.99970875222106
"CAALFM_C110390CA",49968.9741322196,-0.00368840758374944,0.0565279974635533,0.530075628797362,0.99970875222106
"CAALFM_C110400CA",2793.35928576748,0.00623794525210243,0.0563013836392653,0.52466785506566,0.99970875222106
"CAALFM_C110410WA",377.569148560813,0.00239261934128173,0.0565296858294056,0.628407303692309,0.99970875222106
"CAALFM_C110420CA",855.142837746285,-0.00101974608141576,0.0534284471366307,0.953268065365609,0.99970875222106
"CAALFM_C110430WA",37.7753941913173,0.00371539650018848,0.0562372212793952,0.651546014512396,0.99970875222106
"CAALFM_C110440WA",1251.89935459313,-0.000803624797431156,0.056358849625633,0.887646467714835,0.99970875222106
"CAALFM_C110450WA",4951.65855488088,-0.000387733389475454,0.0552721578600029,0.980546526241457,0.99970875222106
"CAALFM_C110460WA",1064.82836167091,-0.000229844822131814,0.0560281646351494,0.974730353023986,0.99970875222106
"CAALFM_C110470WA",3763.24902101091,-0.00092848336587514,0.0564616202353275,0.839545587365663,0.99970875222106
"CAALFM_C110480WA",1422.93118118265,-0.0153671501203934,0.0554650803501698,0.432480923969427,0.99970875222106
"CAALFM_C110490WA",3023.0820403282,-0.00769646423055935,0.0510772269498358,0.73648410098857,0.99970875222106
"CAALFM_C110500WA",504.782024884392,-0.00364764322562986,0.0561602125091317,0.670322728475924,0.99970875222106
"CAALFM_C110510WA",191.032276919797,0.00291930231905859,0.0560681112868368,0.744710116137195,0.99970875222106
"CAALFM_C110520WA",80.7428965874835,0.00178057912829055,0.0559737625814548,0.844553787549013,0.99970875222106
"CAALFM_C110530WA",2029.25739870446,-0.0029988759194658,0.0555127298800466,0.811919028116168,0.99970875222106
"CAALFM_C110540CA",522.732994187669,0.00566505295922897,0.0562287013464401,0.543462937331982,0.99970875222106
"CAALFM_C110550CA",100.287198364311,0.00688138635762465,0.0569963755328743,0.234530375308125,0.99970875222106
"CAALFM_C110560CA",208.979634719722,0.00112215238619807,0.0563027479203321,0.863742676307437,0.99970875222106
"CAALFM_C110570CA",10.9914475691572,0.000861880304104865,0.05650012934546,0.848423904462067,0.99970875222106
"CAALFM_C110580CA",203.72189399318,0.00150545241158838,0.055885112980842,0.873398781703683,0.99970875222106
"CAALFM_C110590WA",60.4228578111789,-0.000278362046119201,0.0565653212368547,0.929618412298587,0.99970875222106
"CAALFM_C110610WA",1886.31381534352,-0.00251482560364492,0.0564506771161553,0.658985906744788,0.99970875222106
"CAALFM_C110620WA",9674.07086755982,-0.000399139697958384,0.0565716415509153,0.892859941455717,0.99970875222106
"CAALFM_C110630CA",246.5328350555,-0.00850528803420011,0.0564957175711218,0.434466780101061,0.99970875222106
"CAALFM_C110640CA",1117.37619666428,-0.00257550915899558,0.0558186551293527,0.796916844217178,0.99970875222106
"CAALFM_C110650WA",383.322545329911,-0.00276550896025835,0.0563626032275986,0.676436232827086,0.99970875222106
"CAALFM_C110660WA",2565.70893441909,-0.00797924266302421,0.0551130531876113,0.604184957879978,0.99970875222106
"CAALFM_C110670CA",7663.09093466834,-0.000377047957237643,0.0565907044950359,0.886573590426327,0.99970875222106
"CAALFM_C110680CA",5457.69274689245,0.00428063666313861,0.0563502231578575,0.486903795134725,0.99970875222106
"CAALFM_C110690WA",1284.28257689198,-0.00144528282433015,0.0555070522006456,0.895741536069871,0.99970875222106
"CAALFM_C110700CA",2560.76816686371,-0.0119880272102071,0.0552874602243864,0.485077425096841,0.99970875222106
"CAALFM_C110710CA",238.617245893254,0.00535759544707281,0.0566674528237766,0.410929548191453,0.99970875222106
"CAALFM_C110720CA",2105.40433999438,-0.00523780793349337,0.055818995193641,0.672327925056215,0.99970875222106
"CAALFM_C110730WA",1046.58716074396,0.00110538108104929,0.0564643553984526,0.828943623188576,0.99970875222106
"CAALFM_C110750CA",1005.00375553161,0.00305270609065575,0.0554563313375695,0.799838249060704,0.99970875222106
"CAALFM_C110760WA",517.981501177068,-0.0053704300595657,0.0533749694108264,0.772058486961784,0.99970875222106
"CAALFM_C110770WA",535.438201633827,0.00173710624939601,0.0562203435605119,0.815665530013481,0.99970875222106
"CAALFM_C110780CA",2339.80747318587,-0.00472707357065419,0.0560029969659793,0.639230798287895,0.99970875222106
"CAALFM_C110790WA",26069.8530545083,0.00199764877302172,0.0562195200554777,0.780949467655232,0.99970875222106
"CAALFM_C110800CA",3474.9361496178,0.00037265842979151,0.0536558478802898,0.996719865937646,0.99970875222106
"CAALFM_C110810WA",14.6053929031836,0.00200245283947452,0.0565770093444078,0.619104436853897,0.99970875222106
"CAALFM_C110820CA",1393.29714139635,-0.00643239648228618,0.0549660287472131,0.672825904208607,0.99970875222106
"CAALFM_C110830WA",481.081404651511,-0.00973570731932915,0.0558369151321269,0.499738637037109,0.99970875222106
"CAALFM_C110840CA",2217.26047309551,-0.00787992869290189,0.0558106104644649,0.546539773461195,0.99970875222106
"CAALFM_C110850WA",12.5139918572271,0.00166754711899594,0.0565883904232546,0.643977895540737,0.99970875222106
"CAALFM_C110860CA",1083.61637209688,-0.00319479834077429,0.0554363062924444,0.787368717698273,0.99970875222106
"CAALFM_C110870WA",42125.3639832355,-0.00145035402205209,0.056443480348755,0.776715502482897,0.99970875222106
"CAALFM_C110880WA",1862.53558931653,-0.000351761115795205,0.0565737327025801,0.90488022134064,0.99970875222106
"CAALFM_C110890CA",1369.59958007682,-0.00139353338117307,0.0555527860569338,0.896727609680373,0.99970875222106
"CAALFM_C110900CA",11.7897853536799,-0.00519601192646414,0.0569100808247178,0.148733235824565,0.99970875222106
"CAALFM_C110910CA",918.80370419742,0.000722527798475262,0.0559691449726971,0.9385165688104,0.99970875222106
"CAALFM_C110920WA",478.672574236868,0.00937285711042359,0.0549293029234836,0.56138694183793,0.99970875222106
"CAALFM_C110930CA",878.348282222707,-0.000327260860450128,0.0561992050506656,0.960529355100048,0.99970875222106
"CAALFM_C110940CA",3602.18069839757,-0.00416224835284174,0.0557049438874563,0.703863536886091,0.99970875222106
"CAALFM_C110950CA",1668.18703479782,-0.000443705586390325,0.0565533320659469,0.893744756996685,0.99970875222106
"CAALFM_C110960WA",1067.77498131325,-0.000900629384597278,0.0560067952316826,0.913221754567715,0.99970875222106
"CAALFM_C110970WA",2096.34497194161,-0.000466180170404771,0.0565722716781298,0.878665827369235,0.99970875222106
"CAALFM_C110980WA",19.5140282089162,0.00122240679056733,0.0563016555285755,0.853296257126382,0.99970875222106
"CAALFM_C110990CA",1376.03234586456,0.00127210570304573,0.0536334354835899,0.943035592703102,0.99970875222106
"CAALFM_C111000CA",1073.87045487994,-0.000403835594018313,0.0565597617850997,0.900203587203385,0.99970875222106
"CAALFM_C111010CA",581.645164691586,-0.00280968535500657,0.0550358342835199,0.832966545946623,0.99970875222106
"CAALFM_C111020WA",382.927375645608,0.000154681384792479,0.0545698144713883,0.992792711639968,0.99970875222106
"CAALFM_C111030WA",11504.2828329773,-0.00110814596874785,0.0565330662758053,0.790758942092729,0.99970875222106
"CAALFM_C111040WA",11286.7366545682,-0.0041204481455491,0.0565657821705406,0.489385657285153,0.99970875222106
"CAALFM_C111050WA",144.478338346682,-0.00203175261740802,0.0565979813114731,0.58677218631896,0.99970875222106
"CAALFM_C111060CA",89407.0251200799,-0.00174891623170264,0.0564538399957571,0.734488173571362,0.99970875222106
"CAALFM_C111070WA",1096.0662464602,9.1915395346771e-06,0.0565516356210147,0.994386856601758,0.99970875222106
"CAALFM_C111080WA",1440.35958850508,0.00585355752465948,0.0560862706433275,0.578811077949521,0.99970875222106
"CAALFM_C111090CA",1371.83218450159,-0.00204827065494732,0.0557360896247528,0.840432614636283,0.99970875222106
"CAALFM_C111100WA",605.869084309152,-0.00897912797534745,0.0561590759120745,0.47950683367244,0.99970875222106
"CAALFM_C111110CA",482.179892231976,-0.00417605310807318,0.0563703208504303,0.580714695949083,0.99970875222106
"CAALFM_C111120CA",2297.13494600134,0.00293671770672092,0.05145454168983,0.894115404377071,0.99970875222106
"CAALFM_C111130WA",209.70343799425,-0.00588045686164,0.0566648543702895,0.406347864038181,0.99970875222106
"CAALFM_C111140WA",702.614544400173,0.00552046628094707,0.0559842847691458,0.613580709776211,0.99970875222106
"CAALFM_C111150WA",870.746176053133,-0.00169978338429891,0.0561690009907146,0.821728658724382,0.99970875222106
"CAALFM_C111160CA",587.490850131778,-0.00045781461421101,0.0563956943471829,0.929404978138221,0.99970875222106
"CAALFM_C111170WA",4667.67916158645,-0.00295067282582674,0.0548121080256325,0.850539437729613,0.99970875222106
"CAALFM_C111180CA",4.21109363769177,9.07491049994938e-06,0.0566197626472838,0.999209064407554,0.99970875222106
"CAALFM_C111190WA",825.864445701109,0.00119525501710801,0.0551332203184453,0.928209913520657,0.99970875222106
